,names,release,runtime,scores,user_score
2958,Awesome; I Fuckin' Shot That!,31-Mar-06,90,68,7.3
2959,The Inheritance,9-Jul-04,115,68,8.4
2960,The Italian Job,30-May-03,111,68,8.7
2961,Reykjavík,25-Jul-01,88,68,7.7
2962,Come Undone,29-Jun-01,100,68,8.4
2963,Santitos,28-Jan-00,105,68,0
2964,A Civil Action,25-Dec-98,115,68,8.8
2965,Voyage of Time: Life's Journey,TBA,90,68,0
2966,Neighbors,9-May-14,97,68,6.3
2967,War Dance,9-Nov-07,0,68,8
2968,Jude,18-Oct-96,123,68,6.8
2969,Noah,28-Mar-14,138,68,5.4
2970,A River Runs Through It,9-Oct-92,123,68,7.4
2971,The Nightmare,5-Jun-15,91,68,3.3
2972,In the Basement,6-Nov-15,81,68,0
2973,Whip It,2-Oct-09,111,68,7
2974,Z for Zachariah,28-Aug-15,98,68,6
2975,Marvin's Room,18-Dec-96,98,68,8.6
2976,Praying with Lior,1-Feb-08,87,68,0
2977,The Housemaid,21-Jan-11,106,68,6.8
2978,The President's Last Bang,14-Oct-05,102,68,0
2979,The Ballad of Genesis and Lady Jaye,9-Mar-12,65,68,0
2980,Primer,8-Oct-04,77,68,7.5
2981,The Girl on the Train,22-Jan-10,105,68,5.3
2982,Four Lions,5-Nov-10,97,68,7.9
2983,The Witches of Eastwick,12-Jun-87,118,68,7.5
2984,Sophie's Choice,8-Dec-82,150,68,8.1
2985,Into Eternity,2-Feb-11,75,68,0
2986,The Pleasures of Being Out of Step,25-Jun-14,87,68,0
2987,The Good Thief,2-Apr-03,108,68,6.9
2988,Guinevere,24-Sep-99,104,68,6.8
2989,Office Space,19-Feb-99,89,68,6.6
2990,Jurassic Park,11-Jun-93,127,68,8.8
2991,The President,3-Jun-16,119,67,0
2992,Bluebird,27-Feb-15,90,67,0
2993,S#x Acts,6-Dec-13,100,67,0
2994,Moon,12-Jun-09,97,67,8.4
2995,Last Days in the Desert,13-May-16,98,67,6.9
2996,Forgetting Sarah Marshall,18-Apr-08,111,67,7.5
2997,Home,27-Nov-09,98,67,0
2998,American Promise,18-Oct-13,135,67,0
2999,Fences,25-Dec-16,0,67,0
3000,The Galapagos Affair: Satan Came to Eden,4-Apr-14,120,67,7.2
3001,Harmony and Me,18-Sep-09,75,67,0
3002,Snow Angels,7-Mar-08,107,67,7.6
3003,Naked Lunch,27-Dec-91,115,67,7.1
3004,Hush,8-Apr-16,81,67,7.3
3005,Almost Peaceful,20-Aug-04,94,67,0
3006,Ghosts of the Abyss,11-Apr-03,59,67,7.3
3007,Ha-Chaverim Shel Yana,12-Oct-01,90,67,0
3008,Thirteen Days,25-Dec-00,145,67,7.8
3009,Beetlejuice,30-Mar-88,92,67,8.8
3010,Mad Max,15-Feb-80,88,67,7
3011,Queen of the Sun: What Are the Bees Telling Us?,10-Jun-11,83,67,6
3012,Robot and Frank,17-Aug-12,89,67,8.1
3013,Future Weather,22-Feb-13,0,67,0
3014,Children of Invention,12-Mar-10,86,67,0
3015,In Bruges,8-Feb-08,107,67,8.8
3016,Lethal Weapon,6-Mar-87,110,67,8.7
3017,Ned Rifle,1-Apr-15,85,67,8
3018,"Synecdoche, New York",24-Oct-08,124,67,7.9
3019,The Vessel,16-Sep-16,86,67,0
3020,Been Rich All My Life,21-Jul-06,81,67,0
3021,Russian Dolls,10-May-06,125,67,6.8
3022,Bolt,21-Nov-08,96,67,8.5
3023,In Search of Mozart,18-May-07,129,67,8.2
3024,The Well Digger's Daughter,20-Jul-12,107,67,0
3025,Elevate,21-Oct-11,81,67,0
3026,This Is the End,12-Jun-13,107,67,7.1
3027,Sound of My Voice,27-Apr-12,85,67,7.4
3028,The Door in the Floor,14-Jul-04,111,67,8.6
3029,It Came from Kuchar,9-Apr-10,86,67,0
3030,Steel City,25-May-07,95,67,0
3031,Fatal Attraction,18-Sep-87,119,67,8.7
3032,Hellaware,26-Sep-14,73,67,0
3033,Mondovino,23-Mar-05,135,67,7.6
3034,Fahrenheit 9/11,23-Jun-04,122,67,6.3
3035,Fellini: I'm a Born Liar,2-Apr-03,105,67,7.8
3036,25th Hour,19-Dec-02,135,67,8.6
3037,Berlin Babylon,17-Oct-01,0,67,0
3038,Stir of Echoes,10-Dec-99,99,67,8.8
3039,Summer of Sam,2-Jul-99,142,67,1.1
3040,An Ideal Husband,18-Jun-99,97,67,7.8
3041,Die Hard 2,2-Jul-90,124,67,8.8
3042,The Wall,31-May-13,108,67,7.8
3043,Magician: The Astonishing Life and Work of Orson Welles,10-Dec-14,0,67,0
3044,Kite,15-Jun-12,0,67,0
3045,RoboCop,17-Jul-87,102,67,8.8
3046,Parched,17-Jun-16,116,67,0
3047,Alive Inside,18-Jul-14,78,67,8.1
3048,The Iran Job,28-Sep-12,90,67,0
3049,Ip Man 2,28-Jan-11,108,67,7.5
3050,The Take,11-Apr-08,96,67,0
3051,Canvas,12-Oct-07,101,67,7.8
3052,Ghostbusters,8-Jun-84,105,67,8.5
3053,The Stanford Prison Experiment,17-Jul-15,122,67,7.7
3054,Escape Fire: The Fight to Rescue American Healthcare,5-Oct-12,95,67,0
3055,The Armstrong Lie,8-Nov-13,124,67,7.1
3056,The Ambassador,31-Aug-12,0,67,0
3057,Meadowland,16-Oct-15,105,67,7.4
3058,Melancholian 3 huonetta,27-Jul-05,106,67,6.7
3059,The Family Fang,29-Apr-16,105,67,7.1
3060,Rosenwald,14-Aug-15,100,67,0
3061,2 Days in Paris,10-Aug-07,96,67,6.6
3062,Walking and Talking,17-Jul-96,86,67,0
3063,Last Days,22-Jul-05,97,67,5.5
3064,Finding Neverland,12-Nov-04,106,67,8.1
3065,Young Adam,16-Apr-04,98,67,6.8
3066,A Decade Under the Influence,25-Apr-03,138,67,7
3067,Better Luck Tomorrow,11-Apr-03,101,67,7.2
3068,Cremaster 3,15-May-02,182,67,6.3
3069,The Business of Strangers,7-Dec-01,84,67,5
3070,Life and Debt,16-Jun-01,80,67,8.3
3071,Ghost Dog: The Way of the Samurai,3-Mar-00,116,67,8.2
3072,Les Cowboys,24-Jun-16,104,67,0
3073,Haywire,20-Jan-12,93,67,7.2
3074,Tales of the Rat Fink,6-Oct-06,78,67,5.5
3075,XXY,2-May-08,86,67,7.7
3076,Kink,22-Aug-14,80,67,0
3077,Meduzot,4-Apr-08,78,67,8.1
3078,A Late Quartet,2-Nov-12,105,67,7.7
3079,Mrs Palfrey at The Claremont,25-Nov-05,108,67,8.2
3080,Korengal,30-May-14,84,67,7
3081,Shallow Grave,10-Feb-95,92,67,8.9
3082,Kung Fu Panda 2,26-May-11,90,67,7.6
3083,Lynch,26-Oct-07,84,67,8.1
3084,The Ninth Day,27-May-05,98,67,7.7
3085,The Flower of Evil,10-Oct-03,104,67,0
3086,Open Range,15-Aug-03,139,67,8.8
3087,An Affair of Love,11-Aug-00,80,67,7.7
3088,Enemy of the State,16-Nov-98,132,67,8.7
3089,Ronin,25-Sep-98,122,67,8.8
3090,Private Parts,7-Mar-97,109,67,8.7
3091,The Ides of March,7-Oct-11,101,67,7.1
3092,A Guide to Recognizing Your Saints,29-Sep-06,100,67,7.3
3093,Watermarks,21-Jan-05,80,67,8.3
3094,Flow: For Love of Water,12-Sep-08,93,67,7.8
3095,The Perks of Being a Wallflower,21-Sep-12,102,67,8.7
3096,The History of Future Folk,31-May-13,86,67,8.1
3097,Tom at the Farm,14-Aug-15,102,67,8
3098,The Circle,14-Nov-14,102,67,0
3099,Southwest of Salem: The Story of the San Antonio Four,16-Sep-16,91,67,0
3100,London River,9-Dec-11,2,67,8.3
3101,"Jesus, You Know",3-Dec-04,87,67,0
3102,The Disappearance of Eleanor Rigby: Her,10-Oct-14,100,67,6.6
3103,A Master Builder,23-Jul-14,130,67,0
3104,Garbo: The Spy,18-Nov-11,88,67,0
3105,Music from the Inside Out,9-Sep-05,89,67,7.4
3106,The Sapphires,22-Mar-13,103,67,7.5
3107,Garden State,28-Jul-04,102,67,8.7
3108,Ivansxtc,7-Jun-02,93,67,7.4
3109,The Green Prince,12-Sep-14,101,67,5.2
3110,The Myth of the American Sleepover,22-Jul-11,93,67,6.3
3111,Saint of 9/11,6-Sep-06,90,67,8.3
3112,The Year My Parents Went on Vacation,15-Feb-08,110,67,7.9
3113,Crystal Fairy & The Magical Cactus,12-Jul-13,98,67,5.7
3114,While You Were Sleeping,21-Apr-95,103,67,8.9
3115,Visual Acoustics,9-Oct-09,83,67,0
3116,Alice's House,25-Jan-08,92,67,0
3117,Schultze Gets the Blues,18-Feb-05,114,67,7
3118,Girl Asleep,23-Sep-16,77,67,0
3119,Aquí y Allá (Here and There),21-Dec-12,110,67,0
3120,The Green Wave,10-Aug-12,0,67,0
3121,Brothers of the Head,28-Jul-06,93,67,8.1
3122,Death at a Funeral,17-Aug-07,87,67,7
3123,Misunderstood,25-Sep-15,103,67,0
3124,Yiddish Theater: A Love Story,21-Nov-07,90,67,0
3125,The American President,17-Nov-95,114,67,7.4
3126,Fast Times at Ridgemont High,13-Aug-82,90,67,7.1
3127,"Farewell, My Queen",13-Jul-12,100,67,7.1
3128,The Connection,15-May-15,135,67,6.8
3129,Pianomania,4-Nov-11,93,67,0
3130,Carol Channing: Larger Than Life,20-Jan-12,87,67,0
3131,Somewhere Between,24-Aug-12,88,67,0
3132,Rosewater,14-Nov-14,103,67,7.4
3133,Stranger Than Fiction,10-Nov-06,113,67,8.7
3134,Cairo Time,6-Aug-10,90,67,7
3135,Damsels in Distress,6-Apr-12,99,67,5.7
3136,A Wolf at the Door,27-Mar-15,100,67,7.9
3137,Nowhere Boy,8-Oct-10,98,67,7.2
3138,Zathura: A Space Adventure,11-Nov-05,113,67,6.8
3139,The Darjeeling Limited,29-Sep-07,91,67,7.3
3140,The Peanuts Movie,6-Nov-15,88,67,8.1
3141,A League of Their Own,1-Jul-92,128,67,8.5
3142,Barney's Version,14-Jan-11,132,67,6.6
3143,Miss Sloane,25-Nov-16,132,67,0
3144,The Creeping Garden,30-Sep-15,81,67,0
3145,The Swenkas,9-Nov-05,72,67,0
3146,Over the Hedge,19-May-06,83,67,8.2
3147,The Prisoner or: How I Planned to Kill Tony Blair,23-Mar-07,72,67,7.8
3148,Hiding and Seeking: Faith and Tolerance After the Holocaust,6-Feb-04,0,67,6.7
3149,Cinemania,16-May-03,83,67,7
3150,Confessions of a Dangerous Mind,31-Dec-02,113,67,8.8
3151,Me Without You,5-Jul-02,107,67,7.5
3152,Too Much Sleep,23-Mar-01,0,67,0
3153,Maps to the Stars,27-Feb-15,111,67,5.9
3154,Hipsters,24-Feb-12,125,67,7.4
3155,Suffragette,23-Oct-15,106,67,6.6
3156,As Good as It Gets,23-Dec-97,139,67,8.8
3157,The Goebbles Experiment,12-Aug-05,108,67,0
3158,Rudo y Cursi,8-May-09,103,67,7.3
3159,Trust,26-Jul-91,107,67,0
3160,Star Trek IV: The Voyage Home,26-Nov-86,119,67,8
3161,Outrage,2-Dec-11,109,67,6.9
3162,Furious 7,3-Apr-15,137,67,6.8
3163,Price Check,16-Nov-12,92,67,6.5
3164,Wild Canaries,25-Feb-15,96,67,0
3165,This Is It,28-Oct-09,111,67,7.7
3166,When Evening Falls on Bucharest or Metabolism,9-Jan-15,89,67,0
3167,The Way We Get By,14-Aug-09,0,67,0
3168,Be with Me,29-Sep-06,93,67,7.6
3169,Somewhere,22-Dec-10,98,67,6.2
3170,In Heaven Underground: The Weissensee Jewish Cemetery,18-Nov-11,90,67,0
3171,Home Movie,3-May-02,66,67,7.8
3172,Karmen Gei,10-Apr-02,86,67,0
3173,Frequency,28-Apr-00,118,67,8.8
3174,Barbershop: The Next Cut,15-Apr-16,111,67,5.9
3175,The Book of Life,17-Oct-14,95,67,7.4
3176,The Wrecking Crew,13-Mar-15,101,67,7.7
3177,Flanders,18-May-07,91,67,7
3178,The Page Turner,23-Mar-07,85,67,7.6
3179,The Final Member,18-Apr-14,75,67,0
3180,White Elephant,29-Mar-13,105,67,0
3181,The Unbelievable Truth,20-Jul-90,90,67,0
3182,The Future,29-Jul-11,92,67,5.9
3183,North Face,29-Jan-10,126,67,7.7
3184,Workingman's Death,24-Feb-06,122,67,6.8
3185,Cinderella,13-Mar-15,105,67,7.5
3186,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,7-Jul-06,97,67,7
3187,Mr. Holmes,17-Jul-15,104,67,7.6
3188,Web Junkie,6-Aug-14,74,67,0
3189,Ruby Sparks,25-Jul-12,104,67,8.1
3190,Fast Five,29-Apr-11,130,67,7.4
3191,Rock School,3-Jun-05,93,67,7.4
3192,You Will Be My Son,16-Aug-13,102,67,0
3193,Time to Leave,14-Jul-06,81,67,7.9
3194,Gabriel,19-Jun-15,85,67,8
3195,I Saw the Devil,4-Mar-11,141,67,7.8
3196,The Eclipse,26-Mar-10,88,67,5.8
3197,Kill List,3-Feb-12,95,67,6.6
3198,The Apostate,9-Sep-16,80,66,0
3199,Kung Fu Panda 3,29-Jan-16,95,66,7.5
3200,Himizu,18-Jan-13,129,66,0
3201,Bones Brigade: An Autobiography,2-Nov-12,0,66,0
3202,Looking for Eric,14-May-10,116,66,6.9
3203,We Jam Econo: The Story of the Minutemen,26-Aug-05,91,66,6.4
3204,Whisky,4-Mar-05,94,66,7.7
3205,Tupac: Resurrection,14-Nov-03,112,66,8.7
3206,World Trade Center,9-Aug-06,129,66,5.5
3207,Jimi: All Is by My Side,26-Sep-14,118,66,4.6
3208,To Be Takei,22-Aug-14,94,66,8.2
3209,The Take,22-Sep-04,87,66,0
3210,The Girl Who Played with Fire,9-Jul-10,129,66,6.9
3211,Darfur Now,2-Nov-07,98,66,7.2
3212,Borgman,6-Jun-14,113,66,6.8
3213,Zelary,17-Sep-04,150,66,8.4
3214,Behind the Mask: The Rise of Leslie Vernon,16-Mar-07,92,66,8.6
3215,The Tenth Man,5-Aug-16,82,66,0
3216,Son of Rambow,2-May-08,96,66,7.4
3217,In Good Company,29-Dec-04,109,66,8.8
3218,The Phenom,24-Jun-16,90,66,6.4
3219,Unmistaken Child,3-Jun-09,102,66,6.8
3220,Game Over: Kasparov and the Machine,3-Dec-04,90,66,0
3221,Cop Car,7-Aug-15,88,66,6.2
3222,The Lost Arcade,12-Aug-16,79,66,0
3223,On the Outs,13-Jul-05,86,66,0
3224,Terminator 3: Rise of the Machines,2-Jul-03,109,66,7.4
3225,Last Dance,12-Jul-02,84,66,0
3226,Much Ado About Something,13-Feb-02,70,66,0
3227,Shadow Magic,6-Apr-01,115,66,6.5
3228,Chutney Popcorn,22-Sep-00,92,66,0
3229,La nouvelle Ève,5-May-00,94,66,0
3230,Wiener-Dog,24-Jun-16,88,66,5.5
3231,Julie & Julia,7-Aug-09,123,66,7.3
3232,Crimson Peak,16-Oct-15,119,66,7.6
3233,The New Rijksmuseum,18-Dec-13,120,66,0
3234,Avengers: Age of Ultron,1-May-15,141,66,7.1
3235,Captain America: The First Avenger,22-Jul-11,125,66,7.3
3236,Glassland,12-Feb-16,93,66,0
3237,Three... Extremes,28-Oct-05,125,66,7.4
3238,An Open Secret,5-Jun-15,99,66,0
3239,Smash & Grab: The Story of the Pink Panthers,31-Jul-13,89,66,0
3240,Born to Be Wild,8-Apr-11,100,66,7.8
3241,City Island,19-Mar-10,104,66,8.3
3242,Their Finest,24-Mar-17,117,66,0
3243,Something's Gotta Give,12-Dec-03,128,66,6.8
3244,Patti Smith: Dream of Life,6-Aug-08,109,66,6.6
3245,The Girlfriend Experience,22-May-09,77,66,5.9
3246,Vita Activa: The Spirit of Hannah Arendt,6-Apr-16,125,66,0
3247,Pasolini,TBA,86,66,0
3248,Sunshine on Leith,TBA,100,66,0
3249,Diary of the Dead,15-Feb-08,95,66,5.3
3250,Alan Partridge,4-Apr-14,90,66,6.7
3251,Yossi,25-Jan-13,84,66,6.8
3252,Afterschool,2-Oct-09,120,66,6.5
3253,Innocent Voices,14-Oct-05,120,66,8.3
3254,Bolivia,26-Feb-03,75,66,0
3255,Auto Focus,18-Oct-02,105,66,8.8
3256,Stuart Little 2,19-Jul-02,77,66,6.5
3257,Me You Them,2-Mar-01,104,66,7.3
3258,Beyond the Clouds,8-Oct-99,112,66,6.8
3259,Notting Hill,28-May-99,124,66,8.1
3260,Miller's Crossing,5-Oct-90,115,66,8.8
3261,Emma,2-Aug-96,121,66,8.7
3262,Dark Horse,8-Jun-12,86,66,6.9
3263,Dead Again,23-Aug-91,107,66,8.9
3264,"Pink Ribbons, Inc.",1-Jun-12,97,66,0
3265,Crimson Tide,12-May-95,116,66,7.9
3266,Ever After,31-Jul-98,121,66,8.8
3267,"Rabin, the Last Day",29-Jan-16,153,66,0
3268,The Angels' Share,12-Apr-13,101,66,6.8
3269,The Bridges of Madison County,2-Jun-95,135,66,8.8
3270,"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie",25-May-12,100,66,0
3271,Spanking the Monkey,15-Jul-94,100,66,7.3
3272,Seven Psychopaths,12-Oct-12,110,66,6.8
3273,Small Town Murder Songs,1-Jul-11,75,66,6.8
3274,Ghost in the Shell 2: Innocence,17-Sep-04,100,66,7.8
3275,Dog Days,22-Aug-03,121,66,7.7
3276,Tuck Everlasting,11-Oct-02,90,66,8.7
3277,Pecker,25-Sep-98,87,66,8.2
3278,Steamboy,18-Mar-05,126,66,8.8
3279,Phantom Boy,15-Jul-16,84,66,0
3280,American Me,13-Mar-92,125,66,6
3281,Elstree 1976,6-May-16,90,66,0
3282,Fly Away,15-Apr-11,85,66,0
3283,Boogie Man: The Lee Atwater Story,26-Sep-08,86,66,0
3284,The Bling Ring,14-Jun-13,90,66,6.4
3285,Dinosaur 13,15-Aug-14,95,66,6.5
3286,Jealousy,15-Aug-14,77,66,5.3
3287,Tales of the Night,28-Sep-12,84,66,5
3288,Idiocracy,1-Sep-06,84,66,7.5
3289,The Informant!,18-Sep-09,108,66,5.2
3290,The Two Faces of January,26-Sep-14,96,66,6.4
3291,The Great Museum,24-Apr-15,94,66,0
3292,Diggers,27-Apr-07,96,66,6.3
3293,The Danish Girl,27-Nov-15,119,66,6.8
3294,The Woman with the 5 Elephants,22-Jul-11,98,66,0
3295,Don Jon,27-Sep-13,90,66,7
3296,Blood Father,12-Aug-16,88,66,6.6
3297,Voices of Iraq,29-Oct-04,80,66,6.8
3298,El bonaerense,26-Nov-03,0,66,7.2
3299,So Close,12-Sep-03,0,66,8.5
3300,The Eye,6-Jun-03,99,66,6.7
3301,Bend It Like Beckham,12-Mar-03,112,66,7.5
3302,Fight Club,15-Oct-99,139,66,9
3303,"Lock, Stock and Two Smoking Barrels",5-Mar-99,107,66,8.4
3304,Colors,15-Apr-88,120,66,8.7
3305,The Prestige,20-Oct-06,130,66,8.9
3306,We Are X,21-Oct-16,93,66,0
3307,Unforgivable,29-Jun-12,111,66,0
3308,POM Wonderful Presents: The Greatest Movie Ever Sold,22-Apr-11,90,66,7.1
3309,Kung Fu Killer,24-Apr-15,100,66,6.6
3310,Something from Nothing: The Art of Rap,15-Jun-12,106,66,6.1
3311,Truth,16-Oct-15,125,66,7.3
3312,Disorder,12-Aug-16,98,66,7.3
3313,Family Law,8-Dec-06,102,66,8.4
3314,Shepard & Dark,25-Sep-13,92,66,0
3315,Elegy,8-Aug-08,112,66,6.8
3316,Norman Lear: Just Another Version of You,8-Jul-16,91,66,0
3317,Cloudy with a Chance of Meatballs,18-Sep-09,90,66,7.7
3318,October Country,12-Feb-10,80,66,0
3319,In Fear,7-Mar-14,85,66,6.7
3320,Carancho,11-Feb-11,107,66,7.7
3321,The Hip Hop Project,11-May-07,88,66,0
3322,SherryBaby,8-Sep-06,96,66,7.7
3323,Dark City,20-Feb-98,100,66,8.6
3324,Stardust,10-Aug-07,127,66,8.8
3325,Seasons,25-Nov-16,97,66,0
3326,Wedding Doll,15-Apr-16,82,66,0
3327,The Monastery: Mr. Vig and the Nun,29-Aug-07,84,66,0
3328,Talladega Nights: The Ballad of Ricky Bobby,4-Aug-06,108,66,6.6
3329,Tattoo,4-Jul-03,108,66,0
3330,I Am Trying to Break Your Heart,26-Jul-02,92,66,7.5
3331,Margarita Happy Hour,22-Mar-02,98,66,8
3332,Trembling Before G-d,24-Oct-01,0,66,7.2
3333,We Don't Live Here Anymore,13-Aug-04,101,66,7.3
3334,American Teen,25-Jul-08,95,66,7.3
3335,Byzantium,28-Jun-13,118,66,7.3
3336,Jackass Number Two,22-Sep-06,92,66,7.5
3337,Margot at the Wedding,16-Nov-07,91,66,6.1
3338,Advanced Style,26-Sep-14,72,66,0
3339,Pelican Dreams,7-Nov-14,80,66,0
3340,Trading Places,8-Jun-83,118,66,8.6
3341,Winter in Wartime,18-Mar-11,103,66,7.5
3342,Wish Me Away,1-Jun-12,120,66,0
3343,Maelstrom,25-Jan-02,87,66,7.4
3344,Beautiful Boxer,21-Jan-05,118,66,7.6
3345,Kick-Ass,16-Apr-10,117,66,8.6
3346,Harvest of Empire,28-Sep-12,90,66,0
3347,The Snowtown Murders,2-Mar-12,119,66,7.1
3348,Littlerock,12-Aug-11,84,66,0
3349,Sausage Party,12-Aug-16,89,66,5.7
3350,By Sidney Lumet,7-Oct-16,103,66,0
3351,Transamerica,2-Dec-05,103,66,7.8
3352,Notorious C.H.O.,28-Jun-02,95,66,5.8
3353,A Shot at Glory,3-May-02,114,66,8.1
3354,Moulin Rouge!,18-May-01,127,66,8.7
3355,The Tailor of Panama,30-Mar-01,109,66,5.6
3356,Philadelphia,23-Dec-93,125,66,7.9
3357,The Good Dinosaur,25-Nov-15,93,66,7
3358,Strange Powers: Stephin Merritt and the Magnetic Fields,27-Oct-10,89,66,0
3359,The BFG,1-Jul-16,117,66,6.2
3360,"Paris, je t'aime",4-May-07,120,66,7
3361,La Vie en Rose,8-Jun-07,140,66,8
3362,The Hobbit: The Desolation of Smaug,13-Dec-13,161,66,7.8
3363,Another Earth,22-Jul-11,92,66,6.2
3364,E-Team,22-Oct-14,88,66,0
3365,Mosquita y Mari,3-Aug-12,85,66,0
3366,Unmade Beds,2-Sep-09,92,66,8
3367,Ich hiess Sabina Spielrein,28-Dec-05,90,66,0
3368,Lee Daniels' The Butler,16-Aug-13,132,66,6.7
3369,Over Your Cities Grass Will Grow,15-Aug-11,105,66,0
3370,Nixon,20-Dec-95,192,66,8.2
3371,Premium Rush,24-Aug-12,91,66,6.8
3372,Let the Bullets Fly,2-Mar-12,132,66,7.3
3373,Oscar and Lucinda,31-Dec-97,132,66,6.7
3374,Stake Land,22-Apr-11,98,66,7.5
3375,Monumental: David Brower's Fight for Wild America,22-Jul-05,88,66,0
3376,Splice,4-Jun-10,104,66,5.5
3377,The SpongeBob SquarePants Movie,19-Nov-04,87,66,8
3378,Barbershop,13-Sep-02,102,66,7.6
3379,Spy Kids 2: Island of Lost Dreams,7-Aug-02,100,66,6.9
3380,Heist,9-Nov-01,109,66,8.7
3381,Bridget Jones's Diary,13-Apr-01,97,66,8.6
3382,Moebius,1-Aug-14,89,66,7.6
3383,The Way Back,21-Jan-11,133,66,7.2
3384,Island of Lemurs: Madagascar,4-Apr-14,39,66,4.8
3385,The One I Love,22-Aug-14,91,66,6.9
3386,The Sisterhood of the Traveling Pants,1-Jun-05,119,66,7.7
3387,A League of Ordinary Gentlemen,27-May-05,93,66,6.8
3388,Guidance,21-Aug-15,81,66,0
3389,Fantastic Beasts and Where to Find Them,18-Nov-16,133,66,7.3
3390,The Seventh Fire,22-Jul-16,76,66,0
3391,Black Butterflies,2-Mar-12,100,66,0
3392,Nénette,22-Dec-10,70,66,0
3393,Beloved Sisters,9-Jan-15,138,66,7.4
3394,The PianoTuner of EarthQuakes,17-Nov-06,99,66,6.2
3395,Waiting for Armageddon,8-Jan-10,74,66,5.3
3396,Bandslam,14-Aug-09,111,66,6.9
3397,Occupation: Dreamland,23-Sep-05,78,66,7.8
3398,Mission: Impossible III,5-May-06,126,66,8
3399,Thou Wast Mild and Lovely,14-Nov-14,94,66,0
3400,Shelter,21-Mar-08,97,66,8.4
3401,Puzzle,27-May-11,87,66,0
3402,The Cult of the Suicide Bomber,2-Jun-06,96,66,0
3403,Mean Girls,30-Apr-04,97,66,8.1
3404,Robot Stories,13-Feb-04,85,66,8.3
3405,La bûche,17-Nov-00,106,66,0
3406,The Source,15-Oct-99,88,66,0
3407,Two Girls and a Guy,24-Apr-98,84,66,8.3
3408,Delicatessen,3-Apr-92,99,66,7.8
3409,Mrs. Parker and the Vicious Circle,23-Nov-94,126,66,0
3410,Breathing,31-Aug-12,94,66,7
3411,Swallows and Amazons,TBA,97,66,0
3412,The Amazing Spider-Man,3-Jul-12,136,66,7.1
3413,The Infiltrator,13-Jul-16,127,66,7.6
3414,Pitch Perfect,28-Sep-12,112,66,7.4
3415,The Idol,27-May-16,100,66,0
3416,The Fairy,24-Feb-12,93,66,5
3417,Hard Goodbyes: My Father,16-Sep-05,113,66,0
3418,Félix And Meira,17-Apr-15,105,66,7.4
3419,No Impact Man: The Documentary,11-Sep-09,93,66,6.8
3420,Last Passenger,25-Apr-14,97,66,6.8
3421,Patema Inverted,29-Aug-14,98,66,6.2
3422,You're Next,23-Aug-13,95,66,7
3423,When We Leave,28-Jan-11,119,65,0
3424,Star Trek VI: The Undiscovered Country,6-Dec-91,113,65,8.2
3425,Hope Springs,8-Aug-12,100,65,6.6
3426,Voices in Wartime,8-Apr-05,74,65,0
3427,Catfish,17-Sep-10,87,65,7
3428,I Am Legend,14-Dec-07,101,65,7.2
3429,Tying the Knot,1-Oct-04,81,65,0
3430,Coffee and Cigarettes,14-May-04,95,65,6.3
3431,The Legend of Leigh Bowery,28-Nov-03,60,65,7.8
3432,Solaris,27-Nov-02,99,65,5.6
3433,E-Dreams,11-Jan-02,94,65,0
3434,Jimmy Neutron: Boy Genius,21-Dec-01,82,65,6.1
3435,The Future of Food,14-Sep-05,88,65,7.5
3436,Miss Stevens,16-Sep-16,86,65,0
3437,The Wild Blue Yonder,27-Oct-06,80,65,6.9
3438,Prince,14-Aug-15,78,65,0
3439,The Wedding Song,23-Oct-09,100,65,0
3440,Tremors,19-Jan-90,96,65,8
3441,The Lady in Question Is Charles Busch,24-Mar-06,90,65,0
3442,Buried,24-Sep-10,95,65,5.5
3443,White Girl,2-Sep-16,88,65,0
3444,The Love We Make,11-Nov-11,94,65,6.3
3445,Married Life,7-Mar-08,91,65,7.2
3446,Camille Claudel 1915,16-Oct-13,95,65,8.6
3447,Spinning Plates,25-Oct-13,93,65,0
3448,Grace Is Gone,7-Dec-07,85,65,7.7
3449,If a Tree Falls: A Story of the Earth Liberation Front,22-Jun-11,85,65,6.4
3450,"Bless Me, Ultima",22-Feb-13,106,65,6.5
3451,Black Dynamite,4-Sep-09,84,65,8.6
3452,Philip Roth: Unmasked,13-Mar-13,52,65,0
3453,...So Goes the Nation,4-Oct-06,90,65,0
3454,Birth of the Living Dead,18-Oct-13,76,65,7.3
3455,Lemming,19-May-06,129,65,6.7
3456,Before the Fall,7-Oct-05,110,65,8
3457,Selena,21-Mar-97,127,65,8.8
3458,Ouija: Origin of Evil,21-Oct-16,99,65,7.4
3459,"Life, Above All",15-Jul-11,100,65,7
3460,Balzac and the Little Chinese Seamstress,29-Jul-05,110,65,7.3
3461,Charlie Victor Romeo,29-Jan-14,90,65,0
3462,The Dirties,4-Oct-13,83,65,7
3463,Dzi Croquettes,18-Nov-11,110,65,0
3464,The Decomposition of the Soul,7-Feb-07,82,65,0
3465,Alone with Her,17-Jan-07,78,65,6.4
3466,Favela Rising,2-Jun-06,80,65,0
3467,Closer,3-Dec-04,104,65,8.3
3468,Howard Zinn: You Can't Be Neutral on a Moving Train,23-Jul-04,78,65,7.4
3469,The Slaughter Rule,8-Jan-03,112,65,7.9
3470,The Turandot Project,10-Aug-01,87,65,6.6
3471,Chopper,11-Apr-01,94,65,5.2
